NOMBRE FANTASIA;LONGITUD;LATITUD
EUSEBIA MUÃOZ FERNANDEZ;-70.54266883;-33.47459893
MIRIAM LARRAIN LOMAYER;-70.58079287;-33.47455677
MARCOS BAEZ SEPULVEDA;-70.66877172;-33.39212944
LUIS ROJAS JAQUE;-70.7691666666667;-33.504455
LUIS ROJAS JAQUE-2;-70.7907050555555;-33.5107730555555
EL PIRATA COQUI;-70.69766487988373;-33.567885503605574
VERDURERIA CUBILLOS;-70.6902988555839;-33.59194351869778
JUAN JOSE;-70.673925539557;-33.552170418832
SEBASTIAN - SAN BERNARDO;-70.7073267046161;-33.5718020094332
MARIA JARA VEJAR;-70.58128328421127;-33.39255266828206
YOLITA;-70.6752488199074;-33.4905158935185
CARLOS ALBERTO CAMPOS BRAVO;-70.5958396680447;-33.5027449880238
LUKAS;-70.7021110893658;-33.4401043732212
BOTILLERIA LOS VERA;-70.900000;-33.383300
IQUIQUE;-70.754994768757;-33.4331918610256
INES LEIVA SILVA;-70.721931;-33.45186193
LOS LOPEZ;-70.71486802;-33.45105205
VIVIAN MORELIA ELENA DROUILLAS ZUÃIGA;-70.7687166026802;-33.4349980996504
ANAKAREN;-70.7609064795761;-33.4345906501113
LA BOTICA DE LA ALE;-70.7399811666667;-33.4166996666667
JUAN;-70.7169767583333;-33.40849125
CRISTHIAN DEL CARMEN TOLEDO MENDEZ;-70.6884479084039;-33.3691155662236
EBEN EZER;-70.6758802014389;-33.4931580100689
PATRICIO ANTONIO RETAMAL JARA;-70.61796805;-33.55077548
EL MEZON;-70.5791437614142;-33.5176587313772
LA NANY;-70.54429507;-33.47007461
FULL MARKET;-70.6788650043038;-33.59597219042
CAROLINA MODACA PALMA;-70.6887933333334;-33.4811565384615
JUANA CALCUMIL REYES;-70.6608202835417;-33.4839164594792
JAIMITO;-70.66062599;-33.48198304
MIREYA DEL CARMEN NAVARRETE SEPULVEDA;-70.61746606;-33.51866623
EL SABADO;-70.5368377525653;-33.4559370274629
MINIMARKET ABASTO LARRAIN;-70.55984762282799;-33.45248458227149
LA CHASCONA;-70.56579833;-33.5325599
ROXANA PAULINA ESPINOZA LEAL ;-70.609111159;-33.513086066
EL TOMECINO;-70.56650696298729;-33.51916291129061
GUSTAVITO;-70.69771503;-33.40916554
CIBER CIP;-70.68069842740337;-33.4537455328969
JUAN CARLOS MILLAN SEPULVEDA;-70.6699299158414;-33.3838405039634
RAUL RICARDO DEL CANTO GUTIERREZ;-70.63708824;-33.45725299
EL PRINCIPITO;-70.72688741;-33.43462726
MINIMARKET MARY;-70.66573023;-33.40916457
YAYU;-70.7625347663611;-33.459881708154
LA COSECHA;-70.7576044;-33.45893309
BELGRANO;-70.6157570076402;-33.4194416304171
JAZMIN ELIZABETH ROCA VILLANUEVA;-70.6245934881669;-33.5382242792045
KELLY;-70.5901845694734;-33.6068797940112
SANTA GEMITA - LA REINA;-70.5580746808699;-33.4609223105163
5 ESTRELLAS;-70.58312834094;-33.5101684310237
VALPARAISO;-70.7521741087381;-33.3600648769274
ALANYS Y RANDY;-70.65506987;-33.4604995
EL BUEN AMIGO - PENALOLEN;-70.58331570545305;-33.50118478205582
MANA;-70.72359362663;-33.4067389816762
PAOLA ANDREA FARIAS CORNEJO;-70.67206602;-33.40895687
COOL MARKET;-70.73647727376417;-33.35305034065257
MARISOL HERMANDINA ALBORNOZ MAELLA;-70.6140835359657;-33.5371945876051
CARMEN ANDREA JEREZ MATURANA;-70.6405276872281;-33.4860885587523
BUENA SEMILLA;-70.72314485448372;-33.3665122853267
BAZAR CHEPINA;-70.6224210580459;-33.5181847116724
CAMY;-70.760154431494;-33.5472756395186
MARJU;-70.7200510583174;-33.4721954704229
SAN CRISTOBAL - SAN JOAQUIN;-70.6301575;-33.5006326041667
GATTOS;-70.556772667141;-33.4732115300312
ITALIA;-70.573122312102;-33.5767046630507
ANMAROAN;-70.6344911035083;-33.5396183188376
EL ORIENTE;-70.6891041517015;-33.60125104765467
COMERCIAL ENTRETENIMIENTOS SMR SPA-2;-70.6717149780825;-33.3852534113119
COMERCIAL ENTRETENIMIENTOS SMR SPA;-70.75468253335998;-33.46987305247632
EL FARO;-70.74716653558468;-33.46508039477714
ALONSITO - NUNOA;-70.61463;-33.4676316666667
FLORITA;-70.59917792672945;-33.484367579315766
MANUEL MUÃOZ FAMBUENA;-70.63891998040276;-33.439327895421954
ORANGE+;-70.58434915473094;-33.42449785916726
KRISS;-70.6743091666666;-33.4672875
EDUARDO ALFONSO BRAVO ESCOBAR;-70.6263594004401;-33.5045379534933
BOTILLERIA EL BURRITO;-70.7345702989772;-33.403544284926
MARIA BENAVENTE;-70.7243108216294;-33.4443427402471
MARISELLA FIGUEROA VEGA;-70.6115538888889;-33.4254411111111
EL GALLO;-70.70852112;-33.41334409
LA LIMENITA;-70.646927;-33.4675095
CLAUDIO ALEJANDRO MORA GUTIERREZ;-70.7657050254418;-33.4862949622487
POBLETE CASTRO Y COMPAÃÃA LTDA;-70.65053409;-33.45003427
BOTILLERIA EL CHILENO;-70.6900055705977;-33.5224754304681
MIS NIETOS K;-70.76305154;-33.51592016
MINIMARKET MARCHANT;-70.7923430255414;-33.5039219184672
DONDE LA LALY;-70.6831796491228;-33.5848942982456
SOCIEDAD COMERCIAL BELMAR Y ROJAS LIMITADA;-70.6041394832948;-33.4792476303853
EL CASTILLO - EL BOSQUE;-70.6701605123979;-33.5719903427839
MARIO ENRIQUE DAVILA VEGA;-70.5094028104886;-33.365301053758934
ALMACEN ROBLES DOÃA PAULA;-70.5083406693095;-33.36216607949
MAYORISTA DE FRUTAS Y VERDURAS;-70.5556407843629;-33.4520006210953
EMPORIO DOMINGA;-70.5891603238233;-33.4512787240483
CAAN GOOL CRIS;-70.6157064239999;-33.4386700269999
PATITO - LA FLORIDA;-70.5843339123471;-33.5195317340146
E MENDOZA;-70.7070516935187;-33.4306601924867
MARINA;-70.695202759676;-33.3907936998939
LOS HERMANOS;-70.55372833239281;-33.56122319366451
EBEN EZER - SAN RAMON 2;-70.6355937514337;-33.5499623847929
FOOD MARKET LA COLOMBIANA;-70.74656713;-33.48952043
EL JAVITO;-70.7477062363253;-33.4364584260271
MICA;-70.5767575184054;-33.5690622365845
EL EMPORIO VERDE LIMITADA;-70.63915984039858;-33.378153042228625
ANGIE;-70.645812452;-33.4013421169999
DN FRANCIS;-70.64568230895705;-33.446540577983846
DON AARON;-70.6278690947482;-33.5324308232004
CAMILA - LO ESPEJO;-70.6935977;-33.5203976
EL GLOTON;-70.7192508;-33.4254086666667
CORDILLERA - LA FLORIDA;-70.61121122776372;-33.55976645317704
YERKO;-70.70184164;-33.62452796
LOS SANTOS;-70.59513692236833;-33.473360320045245
RODRIGO - CERRILLOS;-70.7318807352941;-33.5008846568628
CAMILA - SANTIAGO;-70.67585854;-33.43980263
SAJOWALDANA;-70.65367916;-33.38735244
JUMBITO;-70.674970957958;-33.4018195590362
EL BOLICHE 3.0;-70.6102820729862;-33.5872919823999
DONDE LA ANY;-70.56330159709286;-33.6053405652853
CIBERNAUTA.NET;-70.6969399;-33.41744203
LOS NEGRITOS;-70.5357133009326;-33.4173173983938
MATY - SANTIAGO;-70.67413753;-33.45828574
EL MORRA;-70.82635198514276;-33.51264154089713
BAZAR ELY;-70.7433167629097;-33.4936982722762
ROCKY;-70.7903412876343;-33.5090519019613
LA ESQUINA - CERRO NAVIA;-70.74056458;-33.43387324
MINIMARKET PEPE;-70.73978227;-33.42967403
POLLA Y LOTERIA;-70.6515974575844;-33.44440126181773
EVELYN;-70.7849087241558;-33.5131646611516
SHAGUITO;-70.7922805611852;-33.5033106807271
BRASIL - MAIPU;-70.7942313543916;-33.5217457451794
DONDE EL BENJA - PUENTE ALTO;-70.6183584339247;-33.632154527962754
LA NENITA;6277865;-70.6287750515853
SUPERIOR;-70.6164159444444;-33.6319415555556
JUAN Y XIMENA;-70.6961641786705;-33.3870619129504
GIOVANA;-70.6729711111111;-33.5286892857143
BAMBI;-70.7312546455655;-33.4076486072659
KIOSKO - LA CISTERNA;-70.6653912860788;-33.5413362221888
AKANE;-70.65933085;-33.51315626
VIVIANA;-70.6220313581715;-33.52329424808766
LA JOVY;-70.5899136519204;-33.585488891496
LA ESQUINA - PUENTE ALTO-J.O;-70.58528306282652;-33.62035296219019
ZONA TABACOS;-70.638779957303;-33.3789116806651
LA BARRACA;-70.6736736;-33.5306102
DON CHONO;6302205;-70.7191774341948
FAMILIA DE ISAI;6306918;-70.6297366091954
MARJORIE;-70.6476601272708;-33.5486465225287
ALMACEN AMARO;-70.5626295174727;-33.5654212505129
ELENA VALENZUELA HENRIQUEZ;-70.5786098383352;-33.5721364066949
GLORIA - SAN RAMON;-70.64128902801556;-33.54370946145097
COMERCIAL LAS BRUJAS;-70.6019086585366;-33.5394677113821
MAXCE  FRUTAS Y VERDURAS;-70.7964298310732;-33.504107683829645
KIOSCO - MIGUEL CLARO;-70.62193474825692;-33.430011901366946
VERONICA;-70.779443452381;-33.5116985714286
PLAZA PANAMA;-70.66859007276237;-33.43390790609617
BAZAR DEYKA LTDA.;-70.59181508277803;-33.58312680724285
LAS DELICIAS DE SU MASCOTA;-70.6986696689009;-33.515947036671
ZONA TABACOS - RECOLETA;6303933;-70.6424775887436
INTERNET Y OTROS;-70.6580699074074;-33.5174726851852
KIOSKO - OSSA;-70.6649768150375;-33.5388150561762
EL DECRETO;-70.7273772222222;-33.4236783888889
BOTILLERIA LIBERTAD;-70.6365863533374;-33.4107141664366
DON KIKO;-70.5609860124495;-33.47523697103
MARY - CERRO PROVIDENCIA;-70.5605388405797;-33.5149304347826
FRUGOSEC;-70.68866752603991;-33.45372172811652
MAYRA - RENATO;-70.5535960345219;-33.517993584431
GENNESIS;-70.7721425666667;-33.4292063888889
LA ESQUINA - LA CISTERNA;-70.67132227265563;-33.53041685702739
PEUMAYEN;-70.6846920305497;-33.3885741972577
LOS VIDEOS;-70.6177079337916;-33.6267934668423
ALMACEN MATIAS;-70.673795;-33.5968283333333
ALMACEN EL AÃE;-70.6790369160933;-33.5939655804629
TRES HERMANOS;-70.62643891446275;-33.564050860625215
NALDO;-70.78735023;-33.56312807
EL DIAMANTE;-70.7668570767119;-33.5284563992958
CHRISTIAN CORTEZ;-70.61884078843636;-33.42834495683823
LOS NONOS;-70.6593171264368;-33.3865133908046
JAVIER;-70.6016157561675;-33.4649887016551
SHAN;-70.75815988;-33.45488857
VALESKA;-70.7352475806452;-33.4230383333333
DONDE EL LOLO SPA;-70.548171177;-33.538058889
PLANOVIDENCIA;-70.6893577777778;-33.4948444444445
DELICIAS DEL PERU;-70.6296543333333;-33.471682
ZARELA;-70.6940428220644;-33.4520193820919
NATALY - INDEPENDENCIA;-70.6725063868562;-33.4188345652822
LA CASA DEL VIAJE;-70.6513986585696;-33.43725308536
FLORES HERMANOS - QUINTA NORMAL;-70.7077209255555;-33.4363235185185
POLLA Y LOTERIA - ARTURO PRAT;-70.65018469;-33.44431917
YAMY;-70.660497;-33.5822683333333
ELECTRONICA ALEX;-70.7380079174467;-33.4295546017324
POLLA Y LOTERIA - 21 DE MAYO;-70.6500250807299;-33.4363988109831
JOSE - LO BARNECHEA;-70.506231266;-33.3625809549999
SANTA OLGA LO ESPEJO;-70.68547325759202;-33.50743292834772
B Y V;-70.74437888592372;-33.45023012072197
ERICKO;-70.5664934027778;-33.4809591319444
SERVICELL;-70.68128983742173;-33.45191760202692
LA CIELO;-70.7116915657434;-33.4711068755791
CIMABAZAR;-70.59226228;-33.45669884
FRABA;-70.60953569530676;-33.48791625569105
TIO RODY;-70.67023112724286;-33.4707195961452
SAN ALBERTO;-70.6225288256503;-33.5094160445521
AMPORIO 2125;-70.666196637228;-33.440053790812
MEME;-70.7685985836055;-33.486741251342
SIN ENVIDIA;-70.6994192460317;-33.530578015873
DON PROMO;-70.76129518365042;-33.54894461981895
IM;-70.6253422867807;-33.4012564426259
CONCESIONRIA CASINO;-70.7151915760932;-33.5280795551336
KIOSKO - PAJARITOS;-70.75709006097;-33.5085657944631
HASSMARKET;-70.5706243;-33.5536703
MARY - VENEZUELA;-70.582524;-33.5329098
TIA PATY;-70.6228762963484;-33.6318766725662
ROSA;-70.59010912307976;-33.61874923919491
BAYRON;-70.6210580555556;-33.5611238888889
DE TODO UN POCO - PUDAHUEL;-70.7587914814815;-33.4572053703704
BAZAR SEBASTIAN;-70.60959300949902;-33.482641354737154
ERICK;-70.66635697927946;-33.54289385470363
KIOSCO ANITA;-70.61610011;-33.46246989
MUSTAFA;-70.7468316666667;-33.3698116666666
EL PIPE;-70.7479345045898;-33.3621103913292
ELLIET;-70.71149572;-33.43256756
DULCE AMANECER;-70.67586313;-33.52779666
MAGUS;-70.719569996;-33.4029371419999
SHALOM - NUNOA;-70.5979333333333;-33.4558083333333
ESTRELLA AZUL;-70.56252366765075;-33.58942459859985
DON LALO - QUILICURA;-70.72839558;-33.35813074
ALE;-70.61809835;-33.53686522
INTERNET Y SERVICIOS;-70.6471729922279;-33.5321380570511
ALMACEN ESQ. HUERFANOS;-70.6979284635417;-33.4439871614583
JEHOVAH YIREH;-70.7424374355;-33.4089013076536
CHUNDO;-70.7013456666667;-33.5295843333333
IRMA;-70.77009175;-33.51859671
EDUARDO - MAIPU;-70.7910587962288;-33.53596966393
DOUGLAS;-70.786747038452;-33.5118389764276
ANTONELLA - LA PINTANA;-70.6378365968552;-33.5807740548868
LOS SEIS TESOROS;-70.6607073357143;-33.403249703492
MINI MARQUE BARUCK;-70.849143271181;-33.3924848459246
SERGITO;-70.7474400758386;-33.4485761659195
ROSA VERGARA;-70.77658677;-33.43511748
DON RAUL;-70.59109649;-33.47780354
ALMACEN LA ESQUINA - MACUL;-70.61049049;-33.49009065
GETSEMANI;-70.6608434216518;-33.4508863076677
STUTTGART;-70.714261231741;-33.4024590587568
DONA EMILIA;-70.642677922977;-33.3969492869174
KEVIN - SAN BERNARDO;-70.69528979;-33.62425058
D LA ESQUINA - NUNOA;-70.6109827183488;-33.4535455513035
LOS ALEJANDROS;-70.7402111265216;-33.3516992543227
COMERCIAL XEROGRAFIX;-70.60782352;-33.43635389
NIC-SJR;-70.792372116642;-33.5257720982555
LAS CHINAS;-70.59172659;-33.49514123
DONA FLOR;-70.5892811182028;-33.4836122454076
LAS 3 B;-70.7514633632829;-33.3977921943841
PEHUEN;-70.72984954;-33.40712073
SANTA GEMITA - RENCA;-70.6996895311104;-33.3921604340047
BAZAR CAROLINA;-70.7265926388889;-33.4036911111111
LA CACHORRITA;-70.6962152089072;-33.3978497059544
BAZAR - ESTACION CENTRAL;-70.69303460131412;-33.460851947566496
FLORERIA Y REGALOS CAROLINA;-70.7027815756727;-33.4504820547988
ALMACEN PAOLA - EST. CENTRAL;-70.7182772222222;-33.4739502777778
MI LOPEZ;-70.68337911;-33.45700424
OVID;-70.68367011758176;-33.45107408318938
LA PAZ DE SAN MARTIN;-70.729275;-33.5027566666667
LOS PRIMOS - CERRILLOS;-70.70647957;-33.51307104
DANIEL;-70.72433911;-33.50699766
ESTABLECIMIENTOS MAURY;-70.7141194805478;-33.4999866968565
DONDE CARLITOS - CERRILLOS;-70.73099416;-33.50381743
ALMACEN GERARDO;-70.67315688;-33.40212551
LAS BRUJAS;-70.6663296737753;-33.4231758930529
BAZAR Y PAQUETERIA NIZA;-70.6564127747751;-33.4250894565438
MINIMARKET BLANCA;-70.66308472723482;-33.40919577521927
BAZAR XIMENA;-70.69921881593284;-33.40683545744979
LOS PITUFOS;-70.6517825736052;-33.4663472245471
STREETMARKET;-70.56432713670996;-33.38866896175251
BONELESS;-70.5714008349154;-33.4453754506307
LA PIÃATA;-70.92776561941527;-33.66488237193507
ALMACEN M Y B;-70.76764161498356;-33.44450350141
THENIGGA;-70.74916501451462;-33.46149531650715
LODIEL;-70.6567549776332;-33.4090905595152
ALMACEN SONIA;-70.6572426430118;-33.4221368755316
JANETTE ALEJANDRA SOTO GARRIDO;-70.7632144786024;-33.4352885851862
FRAN Y CRIST;-70.75198962;-33.40094256
CENTRO DE INTERNET;-70.6584240060352;-33.4129380094587
LOS HORNITOS DE RENCA;-70.7501933333333;-33.3940583333333
KIOSKO Y CONFITES;-70.65323426;-33.42066585
ALMACEN - BAZAR;-70.69259027;-33.40369721
ALMACEN LAS GEMELAS;-70.7089923941571;-33.4723626550531
ALMACEN CAFETERIA LACTEOS CECINAS;-70.6871636726829;-33.4494541059157
PLAZUELA EL NOGAL;-70.69125638;-33.44561909
NATANAEL;-70.7233215972222;-33.4589899305556
PATRICIA VILLAROEL GONZALEZ;-70.7276945560653;-33.4980214364071
ILUSION;-70.72773990000002;-33.4851369 
ALMACEN BOTILLERIA;-70.7032955532407;-33.4846024027778
DON JUAN;-70.7249239790098;-33.4943396089389
ENTRE DOS;-70.7030636708413;-33.5116905439857
LAS TRES B;-70.7049192171152;-33.5161969515371
DIONE;-70.6777177272727;-33.4439575757576
MANUEL;-70.75181592;-33.50708833
EL CHIMBOTANO - COPIAPO;-70.6395299019608;-33.4537232352941
DON MARTIN;-70.5651884191587;-33.4645045588677
PAOLA;-70.659589819297;-33.3910200491289
KJLH LTDA;-70.645743;-33.4730008
DON PEPE - LA REINA;-70.554600206;-33.430547228
LOS VECINOS ;-70.5729650482428;-33.5550491050552
ISABELLA;-70.7667455867239;-33.4995451901406
FRANCISCO;-70.7372694742136;-33.48596307041
JAVY;-70.7540047682836;-33.4459694077059
ALMACEN M Y B - PUDAHUEL;-70.74401524;-33.44898108
EL 21 DE QUERI;-70.74837475409038;-33.44757246588857
JUPENDY;-70.7662298228243;-33.4447571906647
JUPENDY - PUDAHUEL;-70.7707642857861;-33.4385676200866
DON REINA;-70.5902815946636;-33.4741211563994
MATIUS;-70.7424105158308;-33.4075167559728
LINDSAY;-70.6868187;-33.45894433
ALMACEN FENITA;-70.6945971867215;-33.4462782440695
ROBIN MARKET;-70.72060583213839;-33.45809895969192
LA JULITA - ESTACION CENTRAL;-70.70030128331783;-33.47911671303289
LAS MONITAS;-70.747487074743;-33.3980014678239
JAIRITO;-70.66589233;-33.4128288
JAVIER - INDEPENDENCIA;-70.6708101342374;-33.4223648852699
LAS DOS HERMANAS;-70.72723703;-33.40716661
PIRY;-70.66370616;-33.4193922
LORENA;-70.7118367291639;-33.4931469355086
MARIA FERNANDA;-70.7464650220093;-33.3969772749404
LA VIVI;-70.7291185;-33.5031108333333
SANTY;-70.7255666666667;-33.4017466666667
ALMACEN AGUSTINA;-70.70920005;-33.49071634
PABLO SELAIVA ULLOA;-70.71224026;-33.49119795
LA ESTRELLA - PENALOLEN;-70.52682738;-33.48174652
LELA;-70.59822883;-33.54662761
COMERCIAL ENTRETENIMIENTOS SMR SPA - SAN PABLO;-70.7535090080753;-33.4441352933171
MARIA;-70.596573717736;-33.62021053810392
DON ROLA;-70.59749974447644;-33.52542597624932
CASI PERFECTO;-70.64923325411644;-33.45015516323624
SEÃORA RAQUEL;-70.5760205;-33.54890375
NOEMI;-70.60753051949109;-33.62574529195238
EL LORITO;-70.5617277784882;-33.5756948679364
MAKALU;-70.680260923785;-33.3595703420868
LA TRUFFA;-70.6436666666666;-33.5337816666667
APTC MASCOTAS;-70.6374618297589;-33.5281633757534
D Y S;-70.7316227888903;-33.4891934783968
DONDE CACHIPERTO;-70.6935853159091;-33.5012186198398
DOÃA BARBARA;-70.5253052423773;-33.4826008806201
ANCLAMAR;-70.58136365120693;-33.55273377230764
LOS 4 PEQUES;-70.552948;-33.45722
LOS COLELOS;-70.6960681781861;-33.387849413194
COLORIN;-70.7127318373999;-33.4000188621862
ALMACEN Y BAZAR - RENCA;-70.7227246721318;-33.4045698534441
ALMACEN LOYDITA;-70.6746713389983;-33.4012635889313
COMERCIALIZADORA Y DISTRIBUIDORA GERMAN IGNACIO GARIN GODOY E.I.R.L;-70.6988433333333;-33.468935
RANDY I;-70.6953665592216;-33.4528330153143
TIA SONIA;-70.6620983340835;-33.4155453947025
LA VEGUITA;-70.60190624624285;-33.55891925898387
SOLEDAD DE LAS MERCEDES QUIEMPI LEON;-70.7513473450884;-33.3978175134636
MI WHISKY;-70.6099973629091;-33.4742328200898
CAMILITA;-70.7289655523872;-33.4865921841673
DULCERIA LOS GIRASOLES;-70.5769706219843;-33.5231009928793
EMILIANA;-70.70720702;-33.42091852
LA ESPERANZA;-70.7630335;-33.51727022
DIPAN;-70.7454099656879;-33.4612115354612
ADRIAN Y ANDREA;-70.6700066666666;-33.5821172222222
ACUARIO;-70.6815549556996;-33.5872361926005
EVELYN - LA PINTANA;-70.6524737153469;-33.5796319185225
JORGITO - PUENTE ALTO;-70.59761008979444;-33.58306160740876
GADAKY;-70.67391753;-33.58664568
MARIA - CERRO NAVIA;-70.74762003689793;-33.425565181761705
DONA PAULINA;-70.7380365040379;-33.3700711604977
LA FENITA;-70.6708881410185;-33.3819773834061
SANTA ISABEL;-70.585581686;-33.500630573
LA MARTITA;-70.6951372358685;-33.4081984715639
ROMA;-70.7532737622912;-33.4241267873409
KIKA MONY;-70.7249503916645;-33.426389403059
202-CRP PROVIDENCIA;-70.60100524;-33.41922206
206-CRP SAN BERNARDO;-70.7039004651875;-33.5916795375606
213-APUMANQUE;-70.569010977473;-33.4102508929983
229-CRP REPUBLICA;-70.6820469259232;-33.4520954959025
248-SAN DIEGO;-70.65001086;-33.45311661
250-CRP HUERFANOS;-70.65298961;-33.43970175
256-CRP GRAN AVENIDA;-70.657289;-33.5123
258-CRP LA FLORIDA;-70.6000258343121;-33.5186525387528
266-CRP MIRAFLORES;-70.64536835;-33.43893956
268-CRP BUIN;-70.74157575;-33.73314355
302-MALL PARQUE ARAUCO;-70.57631265;-33.40036695
303-LIDER EL ALBA;-70.5162333698769;-33.4010283139606
304-JUMBO BILBAO;-70.57874111;-33.43115065
305-JUMBO ALTO LAS CONDES;-70.54556044;-33.38904057
308-LIDER MACUL;-70.59890147;-33.47415316
310-MONTSERRAT IRARRAZAVAL;-70.61544197;-33.45320082
314-EL MOLINO SANTA ROSA;-70.64223536;-33.4723934
316-JUMBO MAIPU;-70.75146343;-33.48562899
318-MONTSERRAT MAIPU;-70.77504674;-33.53146787
319-MALL PLAZA OESTE TOTTUS;-70.71741989;-33.51506134
321-SANTA ISABEL MELIPILLA;-71.21501684;-33.69152417
322-SANTA ISABEL SAN PABLO;-70.70182802;-33.44017841
325-LIDER MAIPU;-70.74546174;-33.48156735
326-SANTA ISABEL CARLOS VALDOVINOS;-70.66318936;-33.47893789
331-MONTSERRAT INDEPENDENCIA;-70.6605243636465;-33.4069322647918
336-MONTSERRAT EL PEÃON;-70.55872528;-33.5946649
337-SANTA ISABEL LA FLORIDA;-70.58603117;-33.55810795
340-SANTA ISABEL EL BOSQUE;6286498;-70.67225258
373-SANTA ISABEL LA REINA;-70.56074049;-33.4526017
374-SANTA ISABEL GRECIA (EXTRA GRECIA);-70.57455351;-33.46953054
377-MALL PLAZA VIVACETA;-70.66312044;-33.42030144
379-SANTA ISABEL QUILICURA;-70.72877164;-33.36583587
380-SANTA ISABEL LA GRANJA;-70.63540359;-33.52809713
383-LIDER VITACURA;-70.56810589;-33.38648768
396-SAN FRANCISCO SAN BERNARDO;-70.69895949;-33.5942756
397-MONTSERRAT QUINTA NORMAL;-70.692454;-33.431504
398-SAN FRANCISCO BUIN;-70.7360597;-33.73200032
403-CENTRO COMERCIAL TIKAL;-70.68902303;-33.45369038
404-LIDER SANTA AMALIA;-70.5649315757077;-33.5435414237331
405-LIDER LA REINA;-70.54715961;-33.4625346
406-EL MERCURIO;-70.59256643;-33.38395175
414-MONTSERRAT EL BOSQUE;6283705;-70.6908656314532
416-UNIVERSIDAD DE CHILE BEAUCHEF;-70.66381586;-33.45722162
417-MALL PLAZA LYON;-70.60934021;-33.42280189
418-LIDER QUILIN;-70.57936076;-33.48523393
426-SODIMAC RENCA;-70.68553679;-33.39759061
439-LIDER RECOLETA;-70.64247582;-33.39382816
442-LIDER LAS CONDES;-70.51239755;-33.37071232
454-JUMBO PAJARITOS (EX MONTECARLO);-70.7572239;-33.49796996
457-JUMBO LA FLORIDA;-70.60851559;-33.51071617
460-MUNICIPALIDAD DE CONCHALI;-70.66966449;-33.39823886
464-TOPs PUENTE ALTO;-70.57771977;-33.60129009
471-SHOPPING LA DEHESA;-70.52079272;-33.35295179
474-JUMBO LA REINA;-70.54065413;-33.42865955
475-MONTSERRAT CONCHALI;-70.67197428;-33.3953728
481-DGA CIVIL;-70.61789931;-33.44093974
495-SANTA ISABEL RENCA;-70.70053385;-33.40683057
496-SANTA ISABEL LOS PENSAMIENTOS;-70.61918317;-33.550921
498-MALL DEL CENTRO;6299269;-70.65142355
506-JUMBO LA DEHESA;-70.51703954;-33.35835041
507-MALL PLAZA NORTE;-70.67771798;-33.36810778
517-JUMBO PENALOLEN;-70.55765874;-33.48683307
518-SANTA ISABEL CAMPANARIO;-70.57914236;-33.52225851
523-MALL MELIPILLA;6270604;-71.21372508
524-UNIMARC GRAN AVENIDA;-70.655094;-33.503801
532-SANTA ISABEL MAPOCHO;-70.64942856;-33.43388359
533-MONTSERRAT PAJARITOS;-70.7300319562957;-33.4677892179857
534-MONTSERRAT PAINE;-70.74300228;-33.81424288
551-SAN FRANCISCO TALAGANTE LOS AROMOS;-70.90982;-33.656297
558-SANTA ISABEL EL ALBA (EX MONTECARLO);-70.5719898457932;-33.5397089329608
559-SANTA ISABEL DOWNTOWN;-70.65730602;-33.44445005
560-SANTA ISABEL CIUDAD SATELITE;-70.7871728;-33.56085311
563-SANTA ISABEL HUERFANOS;-70.65709652;-33.44011211
567-CENTRO COMERCIAL  FRANKLIN;-70.64673178;-33.47332636
568-MALL PASEO ESTACION;-70.68019048;-33.45241009
576-SANTA ISABEL LONQUEN;-70.79886254;-33.62344114
581-TOTTUS PUENTE ALTO;-70.57936142;-33.59380738
584-METRO U. CHILE-SERRANO;-70.6502916805;-33.4437650271
586-BODEGAS SAN FRANCISCO;-70.78413563;-33.45080099
589-ENAER;6285509;-70.68694071
590-LIDER QUILICURA;-70.72986;-33.360227
639-PORTAL EXPOSICION;-70.6777745;-33.45123192
647-ESTACION METRO CERRO BLANCO;-70.6449391713;-33.4224768455
652-ANIBAL PINTO;-70.7382585806507;-33.3702284885817
653-MONTSERRAT ISLA DE MAIPO;-70.9019236198609;-33.7541454288765
654-CTI;-70.75544136;-33.52036542
661-ACADEMIA DE GUERRA;-70.53632398;-33.4448629
666-INTERMODAL;-70.66540141;-33.53662611
667-JUMBO PLAZA PUENTE ALTO;-70.5769777775113;-33.6116981099317
668-METRO ESTACION TOBALABA;-70.6018049957;-33.4183253038
683-LIDER LAS REJAS;-70.70633884;-33.45717127
684-LIDER OESTE;-70.7098458919462;-33.5173362202943
686-SANTIAGO CENTRO;-70.64976092;-33.44338828
691-PeNaflor;-70.8996138878165;-33.6084038324614
698-SANTA ISABEL LA TRAVESIA;-70.763151;-33.451482
707-SANTA ISABEL LO MARCOLETA;-70.7453896;-33.36048697
709-SANTA ISABEL VALLE GRANDE;6313640;-70.73738841
713-SANTA ISABEL ACUENTA GABRIELA;-70.605822912767;-33.5823974728446
725-MALL PLAZA SUR;-70.71326824;-33.62948511
730-SAN ANTONIO II;-70.64798047;-33.43958745
731-MUNICIPALIDAD VITACURA;-70.60004201;-33.39540034
745-SANTA ISABEL BUSTAMANTE;-70.6297863634114;-33.4548350097525
748-LIDER GENERAL VELASQUEZ;-70.691487;-33.452832
749-LIDER CENTRAL;-70.757311;-33.503596
750-A CUENTA PeNaflor;-70.89768721;-33.60693146
752-LIDER SHOPPING PUENTE ALTO;-70.5774851721172;-33.5995494428859
756-TOTTUS EL BOSQUE;6286072;-70.67508439
757-MONTSERRAT COLINA;-70.6756368;-33.20486651
