service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
62m;San Vicente;;0;37541---37492---40160---40161---40162---40163---40164---40165---40166---40167---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---34802---34803---34804---34805---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753---38754---38755---38756---38757---38758---38759---38760---38761---38762---40107---32668---32669---32670---32671---32672---32673---32674---40115---40116;39942---32508---32509---32510---32511---32512---32513---38777---38778---38779---38780---38781---38782---38783---38210---38784---38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---34519---34520---34521---34522---34523---34524---34525---34526---34527---34528---34529---39954---39955---39956---37555---37474---37656---37657---37541;-;-
62n;San Vicente;;0;39986---39194---39195---39516---39517---39991---39985---37325---37364---39519---39520---39521---39522---39523---39524---39525---37788---37789---37790---37791---37792---37367---37368---37369---34800---34801---34802---34803---34804---34805---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753---38754---38755---38756---38757---38758---38759---38760---38761---38762---40107---32668---32669---32670---32671---32672---32673---32674---40115---40116---40117;39942---32508---32509---32510---32511---32512---32513---38777---38778---38779---38780---38781---38782---38783---38210---38784---38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37620---37621---37622---37623---37624---37625---37626---38010---38011---38012---38013---38014---39705---39706---39707---39708---39709---39710---39711---37628---37629---37630---37631---40329---40330---40331---40332---39718---39494---39986;-;-
62o;Villa Cap ;Barrio Norte;0;39942---32508---32509---32510---32511---32512---32513---38777---38778---38779---38780---38781---38782---38783---38210---38784---38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37620---37621---37622---37623---37624---37625---37626---38010---38011---38012---38013---38014---39705---39706---39707---39708---39709---39710---39711---37628---37629---37630---37631---40329---40330---40331---40332---39718---39494---39986;39986---39194---39195---39516---39517---39991---39985---37325---37364---39519---39520---39521---39522---39523---39524---39525---37788---37789---37790---37791---37792---37367---37368---37369---34800---34801---34802---34803---34804---34805---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753---38754---38755---38756---38757---38758---38759---38760---38761---38762---40107---32668---32669---32670---32671---32672---32673---32674---40115---40116---40117;-;-
63f;Chillancito;;0;39467---37630---37631---40329---40330---40331---40332---39718---39719---39720---39721---39478---39479---39480---39481---39482---37989---37990---37991---37992---37993---37994---37995---37996---37997---37998---37999---34589---34590---34591---34592---35108---38005---38006---37624---37368---37369---39507---39508---39509---39510---38012---38013---37789;37789---37790---37791---37792---37367---37625---37794---37795---37796---38260---34806---34807---39602---39603---39604---39605---39606---39607---39608---39609---39548---39549---39550---39551---39552---39553---39554---39493---39514---39515---37324---39559;-;-
63g;Barrio Norte;;0;39538---39539---39540---39541---39542---39543---39544---35078---35079---35081---39548---39549---39550---39551---39552---39553---39554---39493---39514---39515---37324---39559;39775---39467---37630---37631---40329---40330---40331---40332---39718---39719---39720---39721---39478---39479---39480---39481---39482---37989---37990---33792---33793---33794---33795---35082---35409---39973---39974---39975---39976---39977---39978---39979---39980---39981---39982---39983---39984;-;-
63h;Barrio Norte;;0;37789---37790---37791---37792---37367---37625---37794---37795---37796---38260---34806---34807---39602---39603---39604---39605---39606---39607---39608---39609---39548---39549---39550---39551---39552---39553---39554---39493---39514---39515---37324---39559;39467---37630---37631---40329---40330---40331---40332---39718---39719---39720---39721---39478---39479---39480---39481---39482---37989---37990---37991---37992---37993---37994---37995---37996---37997---37998---37999---34589---34590---34591---34592---35108---38005---38006---37624---37368---37369---39507---39508---39509---39510---38012---38013---37789;-;-
63i;Recodo;;0;39775---39467---37630---37631---40329---40330---40331---40332---39718---39719---39720---39721---39478---39479---39480---39481---39482---37989---37990---33792---33793---33794---33795---35082---35409---39973---39974---39975---39976---39977---39978---39979---39980---39981---39982---39983---39984;39538---39539---39540---39541---39542---39543---39544---35078---35079---35081---39548---39549---39550---39551---39552---39553---39554---39493---39514---39515---37324---39559;-;-
63k;Juan Pablo Ii;;0;39775---39467---37325---37364---39519---39520---39521---39910---39911---39912---39913---39914---37785---37786---37787---37788---37789---37790---37791---37792---37367---37794---37795---37796---37522---38260---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---39940---39941---39736;39736---39737---39738---39739---39740---39741---39742---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35108---38005---38006---37624---37625---37626---38010---38011---38012---38013---38014---38015---38016---38017---39766---39767---39768---39769---39709---39710---39711---37628---37629---39559---39775;-;-
63p;Barrio Norte;;0;39736---39737---39738---39739---39740---39741---39742---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35108---38005---38006---37624---37625---37626---38010---38011---38012---38013---38014---38015---38016---38017---39766---39767---39768---39769---39709---39710---39711---37628---37629---39559---39775;39775---39467---37325---37364---39519---39520---39521---39910---39911---39912---39913---39914---37785---37786---37787---37788---37789---37790---37791---37792---37367---37794---37795---37796---37522---38260---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---39940---39941---39736;-;-
65d;René Schneider;;0;37300---37641---37642---37643---37644---37778---37779---37780---37781---37782---37783---37784---37785---37786---37787---37788---37789---37790---37791---37792---37367---37368---37369---34800---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---34938---34939---40272---40273---40268---40269---40274---40275---39742---40277---39940---40279---35837---35838---35839---37536---40280;40280---35691---35692---35693---39739---39740---39741---40294---40281---40283---40272---37075---37963---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35190---34410---39509---40299---38010---38011---38012---38013---38014---38015---38016---38017---38018---38019---38020---38021---38022---37311---37312---37313---37314---37315---37300;-;-
65e;Peñuelas;;0;37300---37641---37642---37643---37644---37778---37779---37780---37781---37782---37783---37784---37785---37786---37787---37788---37789---37790---37791---37792---37367---37794---37795---37796---38260---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---40243---40244---40245---40246---40247---40248---40249---40250---40251---32729---40253---40254---32726---32732---32578---32733---32577;40118---40119---40035---32583---40037---40038---40039---40040---40041---40042---40043---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35108---38005---38006---37624---37625---37626---38010---38011---38012---38013---38014---38015---38016---38017---38018---38019---38020---38021---38022---37311---37312---37313---37314---37315---37300;-;-
65q;Santa Sabina;;0;40280---35691---35692---35693---39739---39740---39741---40294---40281---40283---40272---37075---37963---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35190---34410---39509---40299---38010---38011---38012---38013---38014---38015---38016---38017---38018---38019---38020---38021---38022---37311---37312---37313---37314---37315---37300;37300---37641---37642---37643---37644---37778---37779---37780---37781---37782---37783---37784---37785---37786---37787---37788---37789---37790---37791---37792---37367---37368---37369---34800---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---34938---34939---40272---40273---40268---40269---40274---40275---39742---40277---39940---40279---35837---35838---35839---37536---40280;-;-
65r;Santa Sabina;;0;40118---40119---40035---32583---40037---40038---40039---40040---40041---40042---40043---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---35689---35108---38005---38006---37624---37625---37626---38010---38011---38012---38013---38014---38015---38016---38017---38018---38019---38020---38021---38022---37311---37312---37313---37314---37315---37300;37300---37641---37642---37643---37644---37778---37779---37780---37781---37782---37783---37784---37785---37786---37787---37788---37789---37790---37791---37792---37367---37794---37795---37796---38260---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---40243---40244---40245---40246---40247---40248---40249---40250---40251---32729---40253---40254---32726---32732---32578---32733---32577;-;-
70f;Valle Nonguén;;0;40344---32694---32695---32696---32494---32495---32496---32497---32498---32499---40354---40355---40356---40357---32517---32518---32519---40361---40362---40363---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633---34634;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---34679---34680---34683---34684---34685---34686---34687---34688---34689---34690---34682---40568---40571---40569---40570---38817---38824---38825---38826---38827---38828---38829---38830---38831---34694---34695---34696---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---40539---40540---40541---40542---32681---32682---32683---32684---32685---32686---32751---32752---32753---40592;-;-
70g;Los Copihues;;0;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---40539---40540---40541---40542---32681---32682---32683---32684---32685---32686---32687---32688---32689---32690---32691---32488;32489---32490---32491---32492---32493---32494---32495---32496---32497---32498---32499---40354---40355---40356---40357---32517---32518---32519---40361---40362---40363---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633---34634;-;-
70h;Caleta Plata ;Nonguen;0;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---40539---40540---40541---40542---32681---32682---32683---32684---32685---32686---32687---32688---32689---32690---32691---32488;32489---32490---32491---32492---32493---32494---32495---32497---32498---32499---40354---40355---40356---40357---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---34932---34933---34934---34935---34936---34937---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633---34634;-;-
70i;Centinela;;0;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---34679---34680---34683---34684---34685---34686---34687---34688---34689---34690---34682---40568---40571---40569---40570---38817---38824---38825---38826---38827---38828---38829---38830---38831---34694---34695---34696---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---40539---40540---40541---40542---32681---32682---32683---32684---32685---32686---32751---32752---32753---40592;40344---32694---32695---32696---32494---32495---32496---32497---32498---32499---40354---40355---40356---40357---32517---32518---32519---40361---40362---40363---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633---34634;-;-
70j;Valle Nonguén;;0;32489---32490---32491---32492---32493---32494---32495---32496---32497---32498---32499---40354---40355---40356---40357---32517---32518---32519---40361---40362---40363---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633---34634;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---40539---40540---40541---40542---32681---32682---32683---32684---32685---32686---32687---32688---32689---32690---32691---32488;-;-
70k;Nonguén ;Caleta Plata;0;32489---32490---32491---32492---32493---32494---32495---32497---32498---32499---40354---40355---40356---40357---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---34932---34933---34934---34935---34936---34937---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633---34634;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---40539---40540---40541---40542---32681---32682---32683---32684---32685---32686---32687---32688---32689---32690---32691---32488;-;-
71i;Caleta Lengua;;0;40655---35058---35318---35319---35320---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37836---37837---37838---37839---32555---32556---36119---36120---36121---36122---36123---36124---32617---36147---36148---36149---39658---39659---39660---32709---32710---32711---40733---36159---40735---40736;40736---32724---32602---36161---40740---32623---32624---32625---36169---36170---36171---36172---36173---36174---32717---36176---36177---36178---36179---36180---36181---32738---32739---37590---37917---37918---37919---37920---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---35548---35547---40655;-;-
71z;Valle Nonguén;;0;40736---32724---32602---36161---40740---32623---32624---32625---36169---36170---36171---36172---36173---36174---32717---36176---36177---36178---36179---36180---36181---32738---32739---37590---37917---37918---37919---37920---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37522---35689---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---35548---35547---40655;40655---35058---35318---35319---35320---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37836---37837---37838---37839---32555---32556---36119---36120---36121---36122---36123---36124---32617---36147---36148---36149---39658---39659---39660---32709---32710---32711---40733---36159---40735---40736;-;-
72j;Lonco;;0;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33828---33829---40855---40857;40869---40856---40871---33666---33667---33668---33669---33670---33671---33672---33673---33674---33675---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633;-;-
72k;Lonco;;0;40863---40865---34799---34800---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33828---33829---40855---40857;40869---40856---40871---33666---33667---33668---33669---33670---33671---33672---33673---33674---33675---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34679---34680---34683---40864;-;-
72w;Valle Nonguén;;0;40869---40856---40871---33666---33667---33668---33669---33670---33671---33672---33673---33674---33675---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---34605---34631---34632---34633;34634---40444---35058---35059---35060---35061---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33828---33829---40855---40857;-;-
72z;Valle Noble;;0;40869---40856---40871---33666---33667---33668---33669---33670---33671---33672---33673---33674---33675---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---34595---34596---34597---34598---34599---34600---34601---34602---34603---34626---34679---34680---34683---40864;40863---40865---34799---34800---34801---34802---34803---34804---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33828---33829---40855---40857;-;-
80h;Hualqui;;0;37445---32509---32510---32511---32512---32513---32667---32515---32516---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33829---33830---33831---33832---33833---33834---33835---33836---33837---33838---33839---33840---33841---33652---33651---33843---33844---33845---33846---33847---33848---33849---33850---33852---33853---33854---33855---37901---33858---34564---37904---34790---34791---34818---34542---34819---34820---34821---34822---38039---38040---38041---38042---38043---38044---38045---38046---34876---34877---38049---38050---38051---38052---38053---38054---38055;38091---38092---38093---38094---38095---38096---38097---38098---38099---38100---38101---38102---38103---38104---38105---34539---34546---34547---34540---34541---34548---38295---38296---33860---33635---33636---33637---33638---33639---33640---33641---33642---33643---33644---33645---33646---33647---33648---33649---33650---33652---33653---33654---33655---33656---33657---33658---33659---33660---33661---34442---33663---33664---33665---33666---33667---33668---33669---33670---33671---33672---33673---33674---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---33689---33690---33691---33692---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---33704---33705---33706---33713---33714---32633---38537---38538---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---38573;-;-
80j;San Vicente;;0;38091---38092---38093---38094---40335---40336---40337---40338---40339---40340---40341---40342---40282---40343---38096---38097---38098---38099---38100---38101---38102---38103---38104---38105---34539---34546---34547---34540---34541---34548---38295---38296---33860---33635---33636---33637---33638---33639---33640---33641---33642---33643---33644---33645---33646---33647---33648---33649---33650---33651---33653---33654---33655---33656---33657---33658---33659---33660---33661---34442---33663---33664---33665---33666---33667---33668---33669---33670---33671---33672---33673---33674---33675---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---33689---33690---33691---33692---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---33704---33705---33706---33713---33714---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---37445;37445---32509---32510---32511---32512---32513---32514---32515---32516---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33829---33830---33831---34442---33832---33833---33834---33835---33836---33837---33838---33839---33840---33841---33842---33843---33844---33845---33846---33847---33848---33849---33850---33851---33852---33853---33854---33855---37901---33858---34564---37904---34790---34791---34818---34542---34819---34820---34821---38039---38040---38041---38042---38043---38044---38045---38046---34876---34877---38049---40964---40965---34891---34892---40968---34893---34535---34531---34532---38054---38055;-;-
80k;San Vicente;;0;38091---38092---38093---38094---38095---38096---38097---38098---38099---38100---38101---38102---38103---38104---38105---34539---34546---34547---34540---34541---34548---38295---38296---33860---33635---33636---33637---33638---33639---33640---33641---33642---33643---33644---33645---33646---33647---33648---33649---33650---33652---33653---33654---33655---33656---33657---33658---33659---33660---33661---34442---33663---33664---33665---33666---33667---33668---33669---33670---33671---33672---33673---33674---33676---33677---33678---33679---33680---33681---33682---33683---33684---33685---33686---33687---33688---33689---33690---33691---33692---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---33704---33705---33706---33713---33714---32633---38537---38538---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---38573;37445---32509---32510---32511---32512---32513---32667---32515---32516---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---33797---33798---34831---33800---33801---33802---33803---33804---33805---33806---33829---33830---33831---33832---33833---33834---33835---33836---33837---33838---33839---33840---33841---33652---33651---33843---33844---33845---33846---33847---33848---33849---33850---33852---33853---33854---33855---37901---33858---34564---37904---34790---34791---34818---34542---34819---34820---34821---34822---38039---38040---38041---38042---38043---38044---38045---38046---34876---34877---38049---38050---38051---38052---38053---38054---38055;-;-
