id;id_station_measure
1296645-Gsm;Movistar;89-90
1296645-Wcdma;Movistar;89-90
1296646-Gsm;Movistar;90-91
1296646-Wcdma;Movistar;90-91
1296646-Wcdma;WOM;90-91
1296661-Wcdma;Movistar;90-91
1296661-Wcdma;WOM;90-91
1299951-Wcdma;Claro;74-75
1299968-Wcdma;Claro;64-65
1299981-Wcdma;Claro;74-75
1299985-Wcdma;Claro;66-67
1299988-Wcdma;Claro;73-74
1300853-Wcdma;Claro;60-61
1300861-Wcdma;Claro;61-62
1301796-Wcdma;Claro;59-60
1302067-Wcdma;Claro;59-60
1302277-Wcdma;Claro;64-65
1302707-Wcdma;Claro;106-107
1302800-Wcdma;WOM;8-9
1302807-Wcdma;Claro;91-92
1302808-Wcdma;Claro;85-86
1302808-Wcdma;WOM;85-86
1302905-Wcdma;Movistar;38-39
1304405-Wcdma;Claro;61-62
1304496-Wcdma;Claro;64-65
1304609-Lte;Movistar;105-106
1304611-Lte;Movistar;104-105
1304697-Wcdma;Claro;73-74
1304737-Wcdma;Movistar;38-39
1304946-Wcdma;Claro;63-64
1304975-Wcdma;Claro;74-75
1304976-Wcdma;Claro;74-75
1305006-Wcdma;Claro;106-107
1305562-Wcdma;Claro;106-107
1305585-Gsm;Movistar;38-39
1305587-Gsm;Movistar;40-41
1305587-Wcdma;Movistar;40-41
1305588-Gsm;Movistar;40-41
1305589-Gsm;Movistar;40-41
1305589-Wcdma;Movistar;40-41
1305590-Wcdma;Movistar;40-41
1305592-Wcdma;Movistar;40-41
1305595-Gsm;Movistar;40-41
1305623-Lte;Movistar;82-83
1305633-Lte;Movistar;82-83
13057795-Lte;Entel;25-26
13057798-Lte;Entel;25-26
1307232-Wcdma;Claro;35-36
1307233-Wcdma;Claro;100-101
1307241-Wcdma;Claro;83-84
1307247-Wcdma;Claro;41-42
1307282-Wcdma;Claro;58-59
1307619-Wcdma;Claro;57-58
1307936-Lte;Movistar;77-78
1307937-Lte;Movistar;77-78
1308382-Wcdma;Claro;106-107
1309216-Lte;Movistar;100-101
1310110-Wcdma;Claro;75-76
1311511-Lte;Movistar;3-4
131464994-Wcdma;Movistar;88-89
1316924-Wcdma;Claro;24-25
1317121-Gsm;Movistar;23-24
1317121-Wcdma;Claro;22-23
1317207-Wcdma;WOM;50-51
1322784-Lte;Movistar;99-100
1322911-Gsm;Movistar;26-27
1322921-Wcdma;Claro;26-27
1323369-Wcdma;WOM;70-71
1324368-Wcdma;Movistar;69-70
1324467-Wcdma;Movistar;70-71
1324977-Wcdma;Movistar;70-71
1328380-Wcdma;Movistar;70-71
1333276-Wcdma;Movistar;71-72
1333279-Wcdma;Movistar;71-72
1333306-Wcdma;Movistar;71-72
1333306-Wcdma;WOM;71-72
13382401-Lte;Entel;50-51
134199-Wcdma;Claro;101-102
134200-Wcdma;Claro;101-102
134240-Wcdma;Claro;40-41
134240-Wcdma;WOM;40-41
134241-Wcdma;Claro;40-41
1345584-Wcdma;WOM;70-71
134675-Wcdma;Claro;100-101
134773-Wcdma;Claro;100-101
134774-Wcdma;Claro;100-101
134776-Wcdma;Claro;100-101
13485057-Lte;Entel;35-36
13486850-Lte;Entel;81-82
13487362-Lte;Entel;80-81
13493505-Lte;Entel;86-87
13493508-Lte;Entel;86-87
13494530-Lte;Entel;109-110
13497859-Lte;Entel;109-110
13504515-Lte;Entel;110-111
135048-Wcdma;Claro;100-101
135051-Wcdma;Claro;100-101
13506563-Lte;Entel;111-112
13506564-Lte;Entel;111-112
13514243-Lte;Entel;113-114
13523459-Lte;Entel;114-115
13529860-Lte;Entel;11-12
13548801-Lte;Entel;117-118
13548803-Lte;Entel;116-117
13548806-Lte;Entel;116-117
13553413-Lte;Entel;117-118
13553414-Lte;Entel;117-118
1355395-Wcdma;Movistar;68-69
13561858-Lte;Entel;77-78
13563394-Lte;Entel;71-72
13586437-Lte;Entel;10-11
1364255-Lte;Movistar;57-58
1364256-Lte;Movistar;57-58
1364256-Lte;WOM;57-58
1364261-Lte;Movistar;57-58
13649409-Lte;Entel;40-41
13649414-Lte;Entel;41-42
1366047-Lte;Movistar;99-100
1366049-Lte;Movistar;99-100
1366053-Lte;Movistar;99-100
1366055-Lte;Movistar;100-101
1366433-Wcdma;Movistar;70-71
1366436-Wcdma;Movistar;70-71
1371425-Lte;Movistar;58-59
1371425-Lte;WOM;58-59
13714434-Lte;Entel;57-58
13750275-Lte;Entel;119-120
13752835-Lte;Entel;120-121
13752837-Lte;Entel;119-120
13752838-Lte;Entel;120-121
13755395-Lte;Entel;121-122
13760515-Lte;Entel;122-123
13768195-Lte;Entel;123-124
13768198-Lte;Entel;123-124
1377313-Lte;Movistar;68-69
13773315-Lte;Entel;124-125
13773318-Lte;Entel;124-125
1377568-Lte;Movistar;65-66
1377569-Lte;Movistar;65-66
13783554-Lte;Entel;125-126
13788676-Lte;Entel;127-128
13791235-Lte;Entel;128-129
13791236-Lte;Entel;127-128
1379287-Wcdma;Claro;38-39
1379287-Wcdma;WOM;38-39
1379289-Wcdma;Claro;38-39
1379290-Wcdma;Claro;38-39
1379317-Wcdma;Claro;39-40
1379318-Wcdma;Claro;40-41
1379320-Wcdma;Claro;39-40
1379323-Wcdma;Claro;39-40
1379324-Wcdma;Claro;40-41
1379342-Wcdma;Claro;38-39
1379497-Wcdma;Claro;99-100
1379499-Wcdma;Claro;99-100
1379500-Wcdma;Claro;99-100
1379503-Wcdma;Claro;99-100
1379550-Wcdma;Claro;99-100
1379551-Wcdma;Claro;100-101
1379553-Wcdma;Claro;99-100
1379600-Wcdma;Claro;38-39
1379603-Wcdma;Claro;38-39
13796355-Lte;Entel;128-129
13796356-Lte;Entel;128-129
13796358-Lte;Entel;128-129
1379797-Wcdma;Claro;100-101
1379800-Wcdma;Claro;100-101
1379839-Wcdma;Claro;39-40
13798918-Lte;Entel;129-130
1379955-Wcdma;Claro;40-41
1380238-Wcdma;Claro;113-114
1380239-Wcdma;Claro;113-114
13811715-Lte;Entel;133-134
13821955-Lte;Entel;134-135
13821958-Lte;Entel;134-135
13824515-Lte;Entel;135-136
13824517-Lte;Entel;134-135
1389078-Lte;Movistar;68-69
1389087-Lte;Movistar;67-68
139088-Wcdma;Claro;105-106
139090-Wcdma;Claro;60-61
139114-Wcdma;Claro;103-104
139116-Wcdma;Claro;102-103
139117-Wcdma;Claro;103-104
139120-Gsm;Movistar;103-104
139120-Wcdma;Claro;103-104
139158-Wcdma;Claro;105-106
139159-Wcdma;Claro;67-68
139161-Wcdma;Claro;105-106
139359-Wcdma;Claro;102-103
139483-Wcdma;Claro;103-104
139485-Wcdma;Claro;103-104
139486-Wcdma;Claro;102-103
139491-Wcdma;Claro;103-104
139506-Wcdma;Claro;105-106
139509-Wcdma;Claro;105-106
139525-Wcdma;Claro;105-106
139527-Wcdma;Claro;106-107
139530-Gsm;Movistar;106-107
1397008-Wcdma;Claro;11-12
1397008-Wcdma;WOM;70-71
1397015-Wcdma;Claro;2-3
1397015-Wcdma;WOM;90-91
1397021-Wcdma;Claro;85-86
1397021-Wcdma;WOM;83-84
1397022-Wcdma;Claro;83-84
139956-Wcdma;Claro;43-44
139957-Wcdma;Claro;44-45
139960-Wcdma;Claro;44-45
140056-Wcdma;Claro;103-104
140057-Wcdma;Claro;104-105
140060-Gsm;Movistar;104-105
140060-Wcdma;Claro;104-105
1401450-Wcdma;Claro;36-37
1401455-Wcdma;Claro;31-32
140934-Wcdma;Claro;104-105
140937-Wcdma;Claro;104-105
140941-Wcdma;Claro;104-105
1413-Gsm;Entel;77-78
14177029-Lte;Entel;1-2
1417759-Lte;Movistar;104-105
1417765-Lte;Movistar;104-105
1418783-Lte;Movistar;106-107
1418784-Lte;Movistar;106-107
14196481-Lte;Entel;97-98
1419809-Lte;Movistar;60-61
1419815-Lte;Movistar;60-61
1421088-Lte;Movistar;83-84
1427733-Lte;Movistar;83-84
1427743-Lte;Movistar;83-84
1427745-Lte;Movistar;83-84
1427745-Lte;WOM;83-84
1429024-Lte;Movistar;64-65
1429025-Lte;Movistar;64-65
1429031-Lte;Movistar;64-65
1430687-Wcdma;Claro;128-129
1431002-Wcdma;Claro;40-41
1432877-Wcdma;Claro;38-39
1432877-Wcdma;WOM;38-39
1432879-Wcdma;Claro;38-39
1433097-Wcdma;Claro;99-100
1433177-Wcdma;Claro;99-100
1433228-Wcdma;Claro;39-40
1434278-Wcdma;Claro;112-113
1434279-Wcdma;Claro;111-112
1434804-Wcdma;WOM;111-112
1435033-Wcdma;Claro;39-40
1436923-Wcdma;Claro;38-39
1439139-Wcdma;Claro;38-39
1439429-Wcdma;Claro;39-40
1441061-Wcdma;Claro;39-40
144711470-Wcdma;Claro;85-86
1448469-Lte;Movistar;82-83
1460354-Gsm;Movistar;119-120
1460360-Wcdma;Claro;120-121
1460361-Wcdma;Claro;121-122
1460364-Wcdma;Claro;121-122
1460369-Wcdma;Claro;121-122
146945-Gsm;Claro;30-31
147201-Gsm;Claro;31-32
147202-Gsm;Claro;30-31
147675-Wcdma;Claro;104-105
147677-Wcdma;Claro;105-106
1496127-Wcdma;Claro;120-121
1501-Gsm;Entel;81-82
1503527-Lte;Movistar;64-65
1509408-Lte;Movistar;2-3
1509409-Lte;Movistar;2-3
1511200-Lte;Movistar;100-101
1513249-Lte;Movistar;77-78
151874-Wcdma;Claro;105-106
1522721-Lte;Movistar;77-78
1532449-Lte;Movistar;83-84
1532959-Lte;Movistar;37-38
1554975-Lte;Movistar;39-40
1577235-Gsm;Movistar;5-6
1577242-Gsm;Movistar;4-5
1577246-Gsm;Movistar;3-4
1577251-Wcdma;Claro;4-5
1577252-Wcdma;Claro;3-4
1577626-Wcdma;Claro;110-111
15813380-Lte;Claro;79-80
15813380-Lte;WOM;79-80
15817733-Lte;Claro;80-81
1581925-Wcdma;Claro;84-85
1581925-Wcdma;WOM;84-85
1581926-Wcdma;Claro;84-85
1581929-Wcdma;Claro;84-85
1582025-Gsm;Movistar;3-4
1582065-Wcdma;Claro;2-3
1582070-Wcdma;Claro;1-2
1582071-Wcdma;Claro;2-3
1582071-Wcdma;WOM;2-3
1582105-Wcdma;Claro;83-84
1582108-Wcdma;Claro;83-84
1582111-Wcdma;Claro;83-84
1582111-Wcdma;WOM;83-84
1582171-Gsm;Movistar;1-2
1582227-Wcdma;Claro;83-84
1582245-Wcdma;Claro;83-84
1582247-Wcdma;Claro;83-84
1582253-Wcdma;Claro;83-84
1582379-Wcdma;Claro;83-84
1582382-Wcdma;Claro;83-84
1582576-Wcdma;Claro;82-83
1582577-Wcdma;Claro;82-83
1582577-Wcdma;WOM;82-83
1582579-Wcdma;Claro;82-83
1582583-Gsm;Movistar;82-83
1582583-Wcdma;Claro;82-83
1582619-Wcdma;Claro;83-84
1582622-Wcdma;Claro;83-84
1582718-Wcdma;Claro;82-83
1582721-Gsm;Movistar;82-83
1582721-Wcdma;Claro;82-83
1582723-Wcdma;Claro;83-84
1582723-Wcdma;WOM;82-83
15838978-Lte;Claro;84-85
15838980-Lte;Claro;85-86
1588538-Wcdma;Claro;81-82
1590577-Wcdma;Claro;80-81
1590577-Wcdma;WOM;80-81
1590744-Wcdma;Claro;80-81
1590747-Wcdma;Claro;81-82
1590747-Wcdma;WOM;81-82
1590748-Wcdma;Claro;81-82
1590748-Wcdma;WOM;81-82
1590749-Wcdma;Claro;80-81
1590749-Wcdma;WOM;80-81
1590751-Wcdma;Claro;80-81
1590752-Wcdma;Claro;81-82
1590753-Wcdma;Claro;81-82
1591576-Wcdma;WOM;84-85
1591577-Wcdma;WOM;85-86
1628621-Wcdma;Claro;2-3
1629695-Wcdma;Claro;83-84
1629695-Wcdma;WOM;83-84
1631655-Wcdma;Claro;84-85
1631656-Wcdma;Claro;84-85
1631656-Wcdma;WOM;84-85
1632095-Wcdma;Claro;83-84
1632097-Wcdma;Claro;83-84
1632097-Wcdma;WOM;83-84
1632279-Wcdma;Claro;109-110
1632942-Wcdma;Claro;83-84
1633437-Wcdma;Claro;83-84
1634325-Wcdma;Claro;2-3
1634326-Wcdma;Claro;83-84
1634327-Wcdma;WOM;1-2
1636480-Wcdma;Claro;82-83
1636480-Wcdma;WOM;82-83
1636910-Wcdma;Claro;83-84
164097-Lte;Claro;21-22
164460-Wcdma;Claro;64-65
165889-Gsm;Claro;51-52
1698751-Gsm;Movistar;30-31
1698760-Gsm;Movistar;31-32
1698767-Wcdma;Movistar;32-33
1752-Gsm;Entel;75-76
1770876-Wcdma;Movistar;66-67
1771827-Wcdma;Movistar;64-65
1772181-Wcdma;Movistar;67-68
1782493-Wcdma;Movistar;74-75
1782549-Wcdma;Movistar;67-68
1783047-Wcdma;Movistar;63-64
1783458-Wcdma;Movistar;76-77
1783646-Wcdma;Movistar;65-66
1783677-Wcdma;Movistar;74-75
1783678-Wcdma;Movistar;74-75
1784134-Wcdma;Movistar;65-66
1785525-Wcdma;Movistar;75-76
1786695-Wcdma;Movistar;74-75
1786968-Wcdma;Movistar;67-68
1787245-Wcdma;Movistar;66-67
1787265-Wcdma;Movistar;74-75
1787406-Wcdma;Movistar;76-77
1787949-Wcdma;Movistar;75-76
1788077-Wcdma;Movistar;65-66
1793025-Wcdma;Movistar;63-64
1793030-Wcdma;Movistar;73-74
1793765-Wcdma;Movistar;67-68
1795238-Wcdma;Movistar;65-66
1795771-Wcdma;Movistar;77-78
1795772-Wcdma;Movistar;77-78
1798061-Wcdma;Movistar;75-76
1798888-Wcdma;Movistar;75-76
1804418-Wcdma;Movistar;67-68
1808795-Wcdma;Movistar;67-68
1808797-Wcdma;Movistar;67-68
1808798-Wcdma;WOM;68-69
1808800-Wcdma;Movistar;67-68
1813922-Wcdma;Movistar;76-77
1813973-Wcdma;Movistar;74-75
1814089-Wcdma;Movistar;67-68
1814205-Wcdma;Movistar;74-75
1814206-Wcdma;Movistar;74-75
1814317-Wcdma;Movistar;68-69
1814319-Wcdma;Movistar;65-66
1814320-Wcdma;Movistar;65-66
1814321-Wcdma;Movistar;65-66
1814474-Wcdma;Movistar;64-65
1814523-Wcdma;Movistar;75-76
18153-Gsm;Movistar;37-38
1818404-Wcdma;Movistar;75-76
183317-Wcdma;Claro;105-106
1844597-Wcdma;Claro;48-49
1844597-Wcdma;WOM;48-49
1848023-Wcdma;Claro;77-78
1848026-Wcdma;Claro;77-78
1848032-Wcdma;Claro;76-77
1848033-Wcdma;Claro;75-76
1848320-Wcdma;Claro;77-78
1848324-Wcdma;Claro;77-78
1848641-Wcdma;Claro;77-78
1848643-Wcdma;Claro;77-78
1848644-Wcdma;Claro;77-78
1848646-Wcdma;Claro;77-78
1848647-Wcdma;Claro;77-78
1849073-Wcdma;Movistar;83-84
185976-Wcdma;Claro;105-106
1867908-Wcdma;Movistar;82-83
187783-Wcdma;Claro;105-106
187905-Gsm;Claro;52-53
188093-Wcdma;Claro;103-104
188094-Wcdma;Claro;102-103
1886444-Wcdma;Movistar;85-86
1886448-Wcdma;Movistar;86-87
1886449-Wcdma;Movistar;86-87
188929-Gsm;Claro;57-58
1890936-Wcdma;Claro;75-76
1894140-Wcdma;Claro;77-78
1894400-Wcdma;Claro;77-78
1894401-Wcdma;Claro;77-78
1895799-Wcdma;Claro;76-77
1895821-Wcdma;Claro;77-78
1898503-Wcdma;Claro;48-49
1898503-Wcdma;WOM;48-49
1903589-Wcdma;Claro;100-101
1908516-Wcdma;Claro;115-116
191707-Wcdma;Claro;103-104
1919196-Wcdma;Claro;132-133
1919201-Wcdma;Claro;132-133
1919212-Wcdma;Claro;134-135
192911-Wcdma;Claro;105-106
193471-Wcdma;Claro;105-106
19547-Gsm;Entel;24-25
19547-Gsm;Movistar;24-25
1954925-Wcdma;Claro;134-135
1954927-Gsm;Movistar;135-136
1956877-Wcdma;Claro;117-118
1958254-Wcdma;Claro;116-117
1958259-Wcdma;Claro;116-117
1958260-Wcdma;Claro;117-118
196006-Wcdma;Claro;100-101
2003969-Lte;Claro;101-102
2012417-Lte;Claro;58-59
2012419-Lte;Claro;58-59
20191-Gsm;Entel;103-104
2022-Gsm;Entel;38-39
20233-Gsm;Entel;40-41
202883072-Wcdma;Movistar;68-69
204034-Lte;Claro;116-117
204042-Lte;Claro;116-117
204046-Lte;Claro;117-118
20463-Gsm;Entel;82-83
205058-Gsm;Claro;60-61
205058-Lte;Claro;60-61
205059-Lte;Claro;104-105
205314-Lte;Claro;59-60
205315-Lte;Claro;58-59
205570-Lte;Claro;73-74
205571-Lte;Claro;73-74
205576-Lte;Claro;73-74
205832-Lte;Claro;103-104
206083-Lte;Claro;102-103
206089-Lte;Claro;102-103
206337-Lte;Claro;104-105
206857-Lte;Claro;105-106
207363-Lte;Claro;61-62
207624-Lte;Claro;105-106
208130-Lte;Claro;103-104
208392-Lte;Claro;73-74
209409-Gsm;Claro;106-107
2101313-Gsm;Movistar;7-8
2101314-Wcdma;Claro;6-7
2101320-Wcdma;Claro;6-7
2101483-Gsm;Movistar;9-10
2101489-Wcdma;WOM;9-10
2101503-Gsm;Movistar;7-8
2101505-Gsm;Movistar;8-9
2101505-Wcdma;Claro;8-9
2101505-Wcdma;WOM;8-9
2101511-Wcdma;Claro;8-9
2101515-Gsm;Movistar;5-6
2101515-Wcdma;Claro;5-6
2101521-Wcdma;Claro;5-6
210178-Lte;Claro;104-105
210435-Lte;Claro;59-60
210441-Lte;Claro;59-60
21099-Gsm;Movistar;99-100
21133-Gsm;Entel;99-100
21153-Gsm;Movistar;39-40
21189-Gsm;Movistar;36-37
21199-Gsm;Movistar;35-36
212227-Lte;Claro;77-78
212737-Lte;Claro;61-62
214529-Lte;Claro;63-64
214531-Lte;Claro;73-74
214537-Lte;Claro;73-74
214787-Gsm;Claro;60-61
216065-Gsm;Claro;74-75
21624-Gsm;Claro;17-18
21624-Gsm;Movistar;17-18
216321-Lte;Claro;105-106
216322-Lte;Claro;106-107
216584-Lte;Claro;63-64
217345-Lte;Claro;106-107
217346-Lte;Claro;106-107
217351-Lte;Claro;106-107
217352-Lte;Claro;106-107
218114-Lte;Claro;60-61
22017-Gsm;Movistar;75-76
22043-Gsm;Movistar;64-65
22091-Gsm;Entel;1-2
22259-Gsm;Movistar;67-68
2237102-Wcdma;Claro;46-47
22427-Gsm;WOM;69-70
2243661-Wcdma;Claro;79-80
22525-Gsm;Claro;80-81
22525-Gsm;Movistar;80-81
225537-Lte;Claro;61-62
225538-Lte;Claro;106-107
225543-Lte;Claro;61-62
226306-Gsm;Claro;47-48
226307-Gsm;Claro;48-49
226561-Gsm;Claro;42-43
226817-Gsm;Claro;45-46
227329-Gsm;Claro;46-47
227330-Lte;Claro;44-45
23070209-Lte;WOM;58-59
23070466-Lte;Claro;102-103
23070466-Lte;WOM;102-103
23086337-Lte;Claro;104-105
23086337-Lte;WOM;104-105
23086338-Lte;Claro;104-105
23086338-Lte;WOM;104-105
23087360-Lte;Claro;106-107
23087360-Lte;WOM;106-107
23087361-Lte;WOM;61-62
23088384-Lte;Claro;106-107
23088384-Lte;WOM;106-107
23093762-Lte;Claro;35-36
23093762-Lte;WOM;35-36
23161858-Lte;WOM;114-115
23161860-Lte;WOM;113-114
23162624-Lte;Claro;117-118
23162624-Lte;WOM;117-118
23162625-Lte;WOM;116-117
231937-Lte;Claro;84-85
231943-Lte;Claro;84-85
23233-Gsm;Movistar;103-104
23262976-Lte;WOM;70-71
232705-Lte;Claro;83-84
232713-Lte;Claro;82-83
23295233-Lte;Claro;120-121
23295233-Lte;WOM;120-121
23295489-Lte;Claro;121-122
23295489-Lte;WOM;121-122
23296001-Lte;Claro;123-124
23296001-Lte;WOM;123-124
23296258-Lte;Claro;124-125
23296258-Lte;WOM;124-125
23297281-Lte;Claro;128-129
23297281-Lte;WOM;128-129
23297538-Lte;Claro;129-130
23297538-Lte;WOM;129-130
23298562-Lte;Claro;133-134
23298562-Lte;WOM;133-134
23298818-Lte;Claro;134-135
23298818-Lte;WOM;134-135
23299073-Lte;Claro;135-136
23299073-Lte;WOM;135-136
23337472-Lte;WOM;39-40
23337473-Lte;WOM;39-40
23337474-Lte;WOM;39-40
23338498-Lte;WOM;70-71
23384065-Lte;Claro;60-61
23384065-Lte;WOM;60-61
23385088-Lte;WOM;83-84
23385089-Lte;WOM;83-84
23385090-Lte;Claro;83-84
23385090-Lte;WOM;83-84
23385600-Lte;WOM;84-85
23385601-Lte;WOM;84-85
23385602-Lte;WOM;84-85
23386624-Lte;WOM;69-70
23386625-Lte;WOM;69-70
23388928-Lte;WOM;105-106
23388929-Lte;Claro;105-106
23388929-Lte;WOM;105-106
23388930-Lte;Claro;105-106
23388930-Lte;WOM;105-106
23389952-Lte;Claro;66-67
23389952-Lte;WOM;66-67
23389953-Lte;Claro;66-67
23389953-Lte;WOM;66-67
23389954-Lte;Claro;66-67
23389954-Lte;WOM;66-67
23390208-Lte;Claro;67-68
23390208-Lte;WOM;67-68
23390209-Lte;Claro;67-68
23390209-Lte;WOM;67-68
23390464-Lte;WOM;68-69
23390465-Lte;WOM;68-69
23390466-Lte;WOM;68-69
23444736-Lte;WOM;73-74
23458816-Lte;WOM;76-77
23459586-Lte;Claro;102-103
23459586-Lte;WOM;102-103
23460097-Lte;Claro;76-77
23460097-Lte;WOM;76-77
234753-Lte;Claro;82-83
23483136-Lte;WOM;77-78
23547648-Lte;WOM;75-76
235527-Lte;Claro;2-3
235529-Lte;Claro;1-2
2360312-Wcdma;Claro;35-36
2360315-Wcdma;Claro;35-36
2360378-Wcdma;Claro;36-37
2360384-Wcdma;Claro;36-37
2360481-Wcdma;Claro;35-36
2360520-Wcdma;Claro;35-36
2360650-Wcdma;Claro;36-37
2360653-Wcdma;Claro;36-37
2360685-Gsm;Movistar;14-15
2360728-Wcdma;Claro;35-36
2360731-Wcdma;Claro;35-36
2360747-Wcdma;Claro;95-96
2361247-Wcdma;Claro;35-36
2361248-Wcdma;Claro;35-36
2361255-Wcdma;Claro;35-36
2361552-Wcdma;Claro;96-97
2361637-Wcdma;Claro;17-18
2361637-Wcdma;WOM;17-18
2361643-Wcdma;Claro;17-18
2361643-Wcdma;WOM;17-18
2362031-Wcdma;Claro;34-35
2362428-Wcdma;Claro;37-38
2362431-Wcdma;WOM;37-38
2362434-Wcdma;Claro;37-38
2362967-Wcdma;Claro;37-38
2362967-Wcdma;WOM;37-38
2362972-Wcdma;Claro;37-38
2363038-Wcdma;Claro;37-38
2363041-Wcdma;Claro;37-38
2365073-Gsm;Claro;32-33
236547-Gsm;Claro;83-84
236547-Lte;Claro;83-84
236553-Lte;Claro;83-84
2377923-Wcdma;Claro;124-125
2377927-Gsm;Movistar;126-127
2377927-Wcdma;Claro;125-126
2377928-Gsm;Movistar;126-127
2377929-Gsm;Movistar;126-127
2377934-Gsm;Movistar;127-128
23833-Gsm;Movistar;40-41
23840-Gsm;Entel;40-41
23840-Gsm;Movistar;40-41
23841-Gsm;Claro;85-86
23841-Gsm;Movistar;85-86
23843-Gsm;Entel;65-66
23847-Gsm;Claro;87-88
23851-Gsm;Movistar;89-90
23852-Gsm;Claro;88-89
23852-Gsm;Movistar;88-89
23853-Gsm;Movistar;89-90
23857-Gsm;Movistar;90-91
239625-Lte;Claro;83-84
240131-Lte;Claro;83-84
240135-Lte;Claro;83-84
240137-Lte;Claro;83-84
2413757-Wcdma;Claro;125-126
2417489-Wcdma;Claro;16-17
2421458-Wcdma;Claro;35-36
2421678-Wcdma;Claro;36-37
2421679-Wcdma;Claro;36-37
2421817-Wcdma;Claro;36-37
24273-Gsm;Entel;60-61
24323-Gsm;Movistar;77-78
24331-Gsm;Entel;58-59
243458-Lte;Claro;83-84
2437878-Wcdma;Claro;68-69
2437904-Wcdma;Claro;70-71
2437905-Wcdma;Claro;70-71
2437905-Wcdma;WOM;70-71
2437907-Wcdma;Claro;70-71
2437908-Wcdma;Claro;70-71
2438028-Wcdma;Claro;68-69
2438083-Wcdma;Claro;71-72
2438083-Wcdma;WOM;71-72
2438114-Wcdma;Claro;67-68
2438135-Wcdma;Claro;66-67
2438138-Wcdma;Claro;66-67
2438196-Wcdma;Claro;69-70
2438223-Wcdma;Claro;68-69
2438226-Wcdma;Claro;67-68
2438229-Wcdma;Claro;67-68
2438258-Wcdma;Claro;65-66
2438259-Wcdma;Claro;64-65
2438494-Wcdma;Claro;65-66
2438787-Wcdma;Claro;69-70
2439689-Wcdma;Claro;68-69
2442436-Wcdma;Claro;68-69
2442436-Wcdma;WOM;68-69
2447265-Wcdma;Claro;69-70
2447265-Wcdma;WOM;69-70
2447268-Wcdma;Claro;69-70
2447271-Wcdma;Claro;69-70
24511-Gsm;Entel;74-75
24512-Gsm;Entel;74-75
245251-Lte;Claro;48-49
245251-Lte;WOM;48-49
24641-Gsm;Claro;18-19
24641-Gsm;Entel;18-19
24641-Gsm;Movistar;18-19
24661-Gsm;Entel;43-44
24763-Gsm;Entel;73-74
2481394-Wcdma;Claro;70-71
2481394-Wcdma;WOM;70-71
2481395-Wcdma;Claro;70-71
2481395-Wcdma;WOM;70-71
2481944-Wcdma;Claro;66-67
2481945-Wcdma;Claro;66-67
2483545-Wcdma;Claro;68-69
24853-Wcdma;Movistar;57-58
248577-Lte;Claro;82-83
248579-Gsm;Claro;82-83
2486503-Wcdma;Claro;69-70
2486535-Wcdma;Claro;66-67
2487567-Wcdma;Claro;65-66
2488186-Wcdma;Claro;68-69
2488521-Wcdma;Claro;69-70
2488521-Wcdma;WOM;69-70
252418-Lte;Claro;104-105
252419-Lte;Claro;104-105
253185-Lte;Claro;60-61
254224-Wcdma;Claro;101-102
254225-Wcdma;WOM;69-70
254226-Wcdma;Claro;106-107
254227-Wcdma;Claro;84-85
254227-Wcdma;WOM;13-14
254231-Wcdma;Claro;83-84
254231-Wcdma;WOM;71-72
254238-Wcdma;WOM;83-84
25534-Gsm;Movistar;31-32
25858-Lte;Claro;36-37
25865-Lte;Claro;35-36
258663-Wcdma;Claro;34-35
258664-Wcdma;Claro;32-33
258669-Wcdma;Claro;37-38
258671-Wcdma;Claro;104-105
258671-Wcdma;WOM;69-70
26191-Gsm;Entel;36-37
267390984-Wcdma;Movistar;83-84
267390990-Wcdma;Movistar;59-60
26892-Gsm;Entel;83-84
27650-Gsm;Claro;38-39
27650-Lte;Claro;36-37
27651-Lte;Claro;36-37
28042-Gsm;Entel;59-60
29122-Gsm;Entel;104-105
2952746-Wcdma;Movistar;22-23
2952752-Wcdma;Movistar;16-17
2952756-Wcdma;Movistar;95-96
2952782-Wcdma;Movistar;17-18
2952792-Wcdma;Movistar;51-52
2952816-Wcdma;Movistar;14-15
2969072-Wcdma;Movistar;23-24
2969076-Wcdma;Movistar;23-24
2969084-Wcdma;Movistar;20-21
2969087-Wcdma;Movistar;19-20
2969101-Wcdma;Movistar;14-15
2999757-Gsm;Movistar;95-96
3001459-Wcdma;Movistar;97-98
3001462-Wcdma;Movistar;97-98
3001462-Wcdma;WOM;97-98
30026-Gsm;Claro;65-66
30026-Gsm;WOM;68-69
3006618-Wcdma;Movistar;16-17
3006621-Wcdma;Movistar;16-17
3008599-Wcdma;Movistar;98-99
3008600-Gsm;Movistar;97-98
3008607-Gsm;Movistar;99-100
3008608-Gsm;Movistar;98-99
3008611-Wcdma;Movistar;99-100
3009335-Wcdma;Movistar;20-21
3009335-Wcdma;WOM;20-21
3009343-Wcdma;Movistar;23-24
3009647-Wcdma;Movistar;17-18
3009648-Wcdma;Movistar;16-17
30186-Gsm;WOM;67-68
30216-Gsm;Claro;70-71
30216-Gsm;WOM;70-71
307240-Wcdma;Movistar;17-18
307242-Wcdma;Movistar;20-21
307245-Wcdma;Movistar;14-15
3073538-Lte;Entel;61-62
3073541-Lte;Entel;61-62
3073544-Lte;Entel;61-62
3073545-Lte;Entel;106-107
3081739-Wcdma;Movistar;59-60
3081739-Wcdma;WOM;59-60
